Rk,Tm,Player,College,MP_T,VORP_original,Year,Redraft,VORP
49 ,DEN,Leon Powe,University of California,3320 ,(0.2),2006 ,24 ,(0.2)
51 ,LAL,Cheikh Samb,International,114 ,(0.2),2006 ,24 ,0.0 
60 ,DET,Will Blalock,Iowa State University,166 ,(0.2),2006 ,24 ,0.0 
37 ,MIN,Bobby Jones,University of Washington,867 ,(0.3),2006 ,30 ,0.0 
39 ,MIL,David Noel,University of North Carolina,792 ,(0.3),2006 ,30 ,0.0 
54 ,NJN,Hassan Adams,University of Arizona,547 ,(0.3),2006 ,30 ,0.0 
59 ,SAS,Damir Markota,International,170 ,(0.3),2006 ,30 ,0.0 
46 ,UTA,Dee Brown,University of Illinois at Urbana-Champaign,711 ,(0.4),2006 ,34 ,0.0 
10 ,SEA,Mouhamed Sene,International,260 ,(0.5),2006 ,35 ,0.0 
34 ,LAC,Paul Davis,Michigan State University,702 ,(0.5),2006 ,35 ,0.0 
25 ,CLE,Shannon Brown,Michigan State University,7329 ,(0.6),2006 ,37 ,(0.6)
12 ,NOK,Hilton Armstrong,University of Connecticut,3378 ,(0.7),2006 ,38 ,(0.7)
15 ,NOK,Cedric Simmons,North Carolina State University,705 ,(0.7),2006 ,38 ,0.0 
33 ,ATL,Solomon Jones,University of South Florida,3092 ,(0.7),2006 ,38 ,(0.7)
45 ,IND,Alexander Johnson,Florida State University,1302 ,(0.7),2006 ,38 ,(0.7)
16 ,CHI,Rodney Carney,University of Memphis,4600 ,(0.8),2006 ,42 ,(0.8)
1 ,TOR,Andrea Bargnani,International,15806 ,(0.9),2006 ,43 ,(0.9)
27 ,PHO,Sergio Rodriguez,International,3763 ,(0.9),2006 ,43 ,(0.9)
50 ,CHA,Ryan Hollins,"University of California, Los Angeles",6134 ,(1.0),2006 ,45 ,(1.0)
28 ,DAL,Maurice Ager,Michigan State University,505 ,(1.1),2006 ,46 ,0.0 
5 ,ATL,Shelden Williams,Duke University,5586 ,(1.2),2006 ,47 ,(1.2)
18 ,WAS,Oleksiy Pecherov,International,1044 ,(1.3),2006 ,48 ,(1.3)
19 ,SAC,Quincy Douby,Rutgers University,1535 ,(1.3),2006 ,48 ,(1.3)
22 ,NJN,Marcus Williams,University of Connecticut,3095 ,(2.0),2006 ,50 ,(2.0)
29 ,NYK,Mardy Collins,Temple University,2771 ,(2.0),2006 ,50 ,(2.0)
3 ,CHA,Adam Morrison,Gonzaga University,3278 ,(2.9),2006 ,52 ,(2.9)
2 ,SEA,Kevin Durant,University of Texas at Austin,24208 ,41.7 ,2007 ,1 ,41.7 
48 ,LAL,Marc Gasol,International,19190 ,27.2 ,2007 ,2 ,27.2 
9 ,CHI,Joakim Noah,University of Florida,16848 ,26.7 ,2007 ,3 ,26.7 
3 ,ATL,Al Horford,University of Florida,19342 ,24.4 ,2007 ,4 ,24.4 
4 ,MEM,Mike Conley,Ohio State University,20693 ,18.0 ,2007 ,5 ,18.0 
22 ,CHA,Jared Dudley,Boston College,16404 ,14.2 ,2007 ,6 ,14.2 
12 ,PHI,Thaddeus Young,Georgia Institute of Technology,20357 ,11.7 ,2007 ,7 ,11.7 
28 ,SAS,Tiago Splitter,International,6736 ,6.8 ,2007 ,8 ,6.8 
37 ,POR,Josh McRoberts,Duke University,7884 ,6.2 ,2007 ,9 ,6.2 
27 ,DET,Arron Afflalo,"University of California, Los Angeles",18567 ,5.8 ,2007 ,10 ,5.8 
8 ,CHA,Brandan Wright,University of North Carolina,6121 ,5.7 ,2007 ,11 ,5.7 
24 ,PHO,Rudy Fernandez,International,5965 ,5.7 ,2007 ,11 ,5.7 
5 ,BOS,Jeff Green,Georgetown University,20360 ,4.9 ,2007 ,13 ,4.9 
10 ,SAC,Spencer Hawes,University of Washington,14744 ,4.6 ,2007 ,14 ,4.6 
23 ,NYK,Wilson Chandler,DePaul University,13833 ,4.6 ,2007 ,14 ,4.6 
7 ,MIN,Corey Brewer,University of Florida,15757 ,4.4 ,2007 ,16 ,4.4 
15 ,DET,Rodney Stuckey,Eastern Washington University,17194 ,3.4 ,2007 ,17 ,3.4 
31 ,SEA,Carl Landry,Purdue University,11524 ,2.6 ,2007 ,18 ,2.6 
1 ,POR,Greg Oden,Ohio State University,2028 ,1.6 ,2007 ,19 ,1.6 
26 ,HOU,Aaron Brooks,University of Oregon,12356 ,1.5 ,2007 ,20 ,1.5 
56 ,MIL,Ramon Sessions,"University of Nevada, Reno",14916 ,1.3 ,2007 ,21 ,1.3 
18 ,GSW,Marco Belinelli,International,13125 ,1.2 ,2007 ,22 ,1.2 
47 ,WAS,Dominic McGuire,"California State University, Fresno",5348 ,0.6 ,2007 ,23 ,0.6 
13 ,NOK,Julian Wright,University of Kansas,3049 ,0.5 ,2007 ,24 ,0.5 
49 ,CHI,Aaron Gray,University of Pittsburgh,3851 ,0.2 ,2007 ,25 ,0.2 
34 ,DAL,Nick Fazekas,"University of Nevada, Reno",269 ,0.1 ,2007 ,26 ,0.0 
17 ,NJN,Sean Williams,Boston College,1978 ,0.0 ,2007 ,27 ,0.0 
42 ,POR,Derrick Byars,Vanderbilt University,37 ,0.0 ,2007 ,27 ,0.0 
51 ,CHI,JamesOn Curry,Oklahoma State University,0 ,0.0 ,2007 ,27 ,0.0 
32 ,BOS,Gabe Pruitt,University of Southern California,461 ,(0.1),2007 ,30 ,0.0 
33 ,SAS,Marcus Williams,University of Arizona,39 ,(0.1),2007 ,30 ,0.0 
40 ,LAL,Sun Yue,International,28 ,(0.1),2007 ,30 ,0.0 
46 ,GSW,Stephane Lasme,University of Massachusetts Amherst,303 ,(0.1),2007 ,30 ,0.0 
52 ,POR,Taurean Green,University of Florida,74 ,(0.1),2007 ,30 ,0.0 
53 ,POR,Demetris Nichols,Syracuse University,58 ,(0.2),2007 ,35 ,0.0 
59 ,PHO,D.J. Strawberry,University of Maryland,270 ,(0.2),2007 ,35 ,0.0 
41 ,MIN,Chris Richard,University of Florida,780 ,(0.3),2007 ,37 ,0.0 
25 ,UTA,Morris Almond,Rice University,361 ,(0.4),2007 ,38 ,0.0 
29 ,PHO,Alando Tucker,University of Wisconsin,426 ,(0.5),2007 ,39 ,0.0 
36 ,GSW,Jermareo Davidson,University of Alabama,433 ,(0.6),2007 ,40 ,0.0 
38 ,PHI,Kyrylo Fesenko,International,1107 ,(0.6),2007 ,40 ,(0.6)
35 ,SEA,Glen Davis,Louisiana State University,10865 ,(0.8),2007 ,42 ,(0.8)
19 ,LAL,Javaris Crittenton,Georgia Institute of Technology,1853 ,(1.1),2007 ,43 ,(1.1)
20 ,MIA,Jason Smith,Colorado State University,8486 ,(1.4),2007 ,44 ,(1.4)
11 ,ATL,Acie Law,Texas A&M University,2385 ,(2.0),2007 ,45 ,(2.0)
21 ,PHI,Daequan Cook,Ohio State University,5993 ,(2.4),2007 ,46 ,(2.4)
14 ,LAC,Al Thornton,Florida State University,8274 ,(3.1),2007 ,47 ,(3.1)
6 ,MIL,Yi Jianlian,International,6038 ,(4.1),2007 ,48 ,(4.1)
16 ,WAS,Nick Young,University of Southern California,13433 ,(5.7),2007 ,49 ,(5.7)
4 ,SEA,Russell Westbrook,"University of California, Los Angeles",19984 ,36.1 ,2008 ,1 ,36.1 
5 ,MEM,Kevin Love,"University of California, Los Angeles",16889 ,22.1 ,2008 ,2 ,22.1 
25 ,HOU,Nicolas Batum,International,17276 ,21.3 ,2008 ,3 ,21.3 
26 ,SAS,George Hill,Indiana University-Purdue University Indianapolis,15813 ,15.8 ,2008 ,4 ,15.8 
35 ,LAC,DeAndre Jordan,Texas A&M University,16051 ,15.6 ,2008 ,5 ,15.6 
45 ,SAS,Goran Dragic,International,15408 ,12.4 ,2008 ,6 ,12.4 
10 ,NJN,Brook Lopez,Stanford University,15896 ,11.2 ,2008 ,7 ,11.2 
24 ,SEA,Serge Ibaka,International,15099 ,11.1 ,2008 ,8 ,11.1 
1 ,CHI,Derrick Rose,University of Memphis,14210 ,10.6 ,2008 ,9 ,10.6 
34 ,MIN,Mario Chalmers,University of Kansas,15824 ,10.1 ,2008 ,10 ,10.1 
21 ,NJN,Ryan Anderson,University of California,12592 ,9.8 ,2008 ,11 ,9.8 
6 ,NYK,Danilo Gallinari,International,12188 ,9.6 ,2008 ,12 ,9.6 
17 ,TOR,Roy Hibbert,Georgetown University,15707 ,9.0 ,2008 ,13 ,9.0 
15 ,PHO,Robin Lopez,Stanford University,12082 ,8.2 ,2008 ,14 ,8.2 
22 ,ORL,Courtney Lee,Western Kentucky University,16396 ,7.5 ,2008 ,15 ,7.5 
7 ,LAC,Eric Gordon,Indiana University,14148 ,5.3 ,2008 ,16 ,5.3 
3 ,MIN,O.J. Mayo,University of Southern California,16919 ,5.1 ,2008 ,17 ,5.1 
37 ,MIL,Luc Mbah a Moute,"University of California, Los Angeles",12601 ,2.9 ,2008 ,18 ,2.9 
23 ,UTA,Kosta Koufos,Ohio State University,7959 ,2.4 ,2008 ,19 ,2.4 
18 ,WAS,JaVale McGee,"University of Nevada, Reno",7977 ,2.3 ,2008 ,20 ,2.3 
9 ,CHA,D.J. Augustin,University of Texas at Austin,13852 ,2.0 ,2008 ,21 ,2.0 
31 ,MIN,Nikola Pekovic,International,6744 ,2.0 ,2008 ,21 ,2.0 
36 ,POR,Omer Asik,International,8552 ,1.5 ,2008 ,23 ,1.5 
12 ,SAC,Jason Thompson,Rider University,14819 ,1.3 ,2008 ,24 ,1.3 
11 ,IND,Jerryd Bayless,University of Arizona,10833 ,0.8 ,2008 ,25 ,0.8 
13 ,POR,Brandon Rush,University of Kansas,9534 ,0.7 ,2008 ,26 ,0.7 
47 ,WAS,Bill Walker,Kansas State University,3016 ,0.5 ,2008 ,27 ,0.5 
33 ,POR,Joey Dorsey,University of Memphis,1488 ,0.3 ,2008 ,28 ,0.3 
38 ,CHA,Kyle Weaver,Washington State University,1379 ,0.3 ,2008 ,28 ,0.3 
27 ,NOH,Darrell Arthur,University of Kansas,8165 ,0.2 ,2008 ,30 ,0.2 
43 ,SAC,Patrick Ewing,Georgetown University,19 ,0.0 ,2008 ,31 ,0.0 
48 ,PHO,Malik Hairston,University of Oregon,472 ,0.0 ,2008 ,31 ,0.0 
56 ,SEA,Sasha Kaun,University of Kansas,95 ,0.0 ,2008 ,31 ,0.0 
58 ,LAL,Joe Crawford,University of Kentucky,23 ,0.0 ,2008 ,31 ,0.0 
60 ,BOS,Semih Erden,International,928 ,0.0 ,2008 ,31 ,0.0 
14 ,GSW,Anthony Randolph,Louisiana State University,3841 ,(0.1),2008 ,36 ,(0.1)
32 ,SEA,Walter Sharpe,University of Alabama at Birmingham,20 ,(0.1),2008 ,36 ,0.0 
8 ,MIL,Joe Alexander,West Virginia University,745 ,(0.2),2008 ,38 ,0.0 
20 ,CHA,Alexis Ajinca,International,3321 ,(0.2),2008 ,38 ,(0.2)
30 ,BOS,J.R. Giddens,University of New Mexico,247 ,(0.2),2008 ,38 ,0.0 
41 ,IND,Nathan Jawai,International,431 ,(0.2),2008 ,38 ,0.0 
42 ,SAC,Sean Singletary,University of Virginia,303 ,(0.2),2008 ,38 ,0.0 
29 ,DET,D.J. White,Indiana University,2111 ,(0.7),2008 ,43 ,(0.7)
52 ,MIA,Darnell Jackson,University of Kansas,1039 ,(0.7),2008 ,43 ,(0.7)
55 ,POR,Mike Taylor,Iowa State University,771 ,(0.7),2008 ,43 ,0.0 
19 ,CLE,J.J. Hickson,North Carolina State University,11925 ,(0.9),2008 ,46 ,(0.9)
40 ,NJN,Chris Douglas-Roberts,University of Memphis,4381 ,(1.0),2008 ,47 ,(1.0)
39 ,CHI,Sonny Weems,University of Arkansas,3335 ,(1.9),2008 ,48 ,(1.9)
28 ,MEM,Donte Greene,Syracuse University,4259 ,(2.0),2008 ,49 ,(2.0)
16 ,PHI,Marreese Speights,University of Florida,8679 ,(2.9),2008 ,50 ,(2.9)
2 ,MIA,Michael Beasley,Kansas State University,11038 ,(4.2),2008 ,51 ,(4.2)
